1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
1	0
1	0
0	0
0	0
0	0
0	0
1	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	0
2	0
2	0
0	0
0	0
14	0
1	0
0	0
0	0
11	0
3	0
3	0
1	0
0	0
3	0
0	0
2	0
3	0
0	0
2	0
0	0
16	0
0	0
7	0
17	0
2	0
1	0
7	0
1	0
24	0
83	0
26	0
6	0
18	0
14	1
14	1
80	0
27	0
25	0
30	1
59	0
68	0
19	0
